站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58507,20230831215528,28.5,1002.8,65,4,7.4,1.4,10217.6
58519,20230831215528,15.0,1019.9,69,232,2.2,1.5,10449.0
58527,20230831215528,32.6,1006.9,2,307,0.3,1.1,10005.2
58600,20230831215528,6.4,1020.6,13,151,0.9,0.7,10252.8
58606,20230831215528,1.5,1025.3,74,244,14.3,0.5,10020.7
58608,20230831215528,17.4,1018.3,43,126,0.4,1.0,10165.2
58622,20230831215528,17.4,1005.9,29,48,5.5,1.4,10368.0
58626,20230831215528,31.4,1013.2,31,331,8.1,0.7,10404.3
58634,20230831215528,4.5,1025.4,10,103,2.4,1.4,10392.4
58637,20230831215528,13.2,1010.8,9,18,14.8,1.0,10066.4
58705,20230831215528,5.1,1023.6,88,232,10.7,1.2,10076.9
58715,20230831215528,3.4,1018.5,8,312,14.9,0.6,10166.6
58718,20230831215528,31.5,1006.3,98,163,8.9,0.2,10361.2
58806,20230831215528,33.5,1001.8,87,341,1.8,0.3,10296.1
58813,20230831215528,13.4,1018.1,29,50,7.0,1.5,10208.2
59092,20230831215528,16.2,1005.0,15,70,13.5,1.3,10226.4
59102,20230831215528,10.6,1010.1,30,79,4.6,0.6,10332.3
54236,20230831215528,16.2,1023.7,74,91,3.0,1.1,10354.7
54237,20230831215528,34.3,1014.5,57,297,1.2,0.8,10404.7
54243,20230831215528,30.5,1021.8,42,341,13.9,0.7,10044.0
54254,20230831215528,3.7,1022.1,19,33,4.2,0.4,10171.2
54259,20230831215528,2.7,1007.8,28,268,6.5,0.8,10125.6
54324,20230831215528,31.5,1000.7,17,308,12.2,0.8,10362.7
54326,20230831215528,10.5,1004.5,58,140,1.3,0.6,10150.3
54333,20230831215528,19.4,1002.3,39,59,13.9,0.0,10487.1
54334,20230831215528,30.8,1025.8,26,164,3.7,0.9,10206.6
54335,20230831215528,11.1,1025.0,37,40,6.9,0.0,10474.4
54337,20230831215528,23.7,1003.9,18,70,8.4,0.2,10167.8
54339,20230831215528,31.8,1001.5,38,242,13.5,0.3,10025.1
54342,20230831215528,32.5,1023.3,27,237,14.4,0.7,10247.0
54346,20230831215528,24.4,1011.3,40,65,1.6,0.3,10150.1
54349,20230831215528,10.3,1000.3,38,7,0.4,0.7,10165.4
54351,20230831215528,32.4,1005.1,14,21,5.8,0.6,10303.9
54353,20230831215528,19.0,1019.0,30,227,6.0,1.5,10316.5
54365,20230831215528,34.6,1014.7,12,219,2.1,0.6,10192.9
54452,20230831215528,8.8,1004.0,15,144,5.3,0.4,10291.6
54454,20230831215528,14.6,1008.9,15,191,14.0,1.5,10161.0
54455,20230831215528,13.6,1010.7,40,272,0.4,0.0,10008.7
54470,20230831215528,3.2,1003.7,90,343,4.0,0.0,10291.7
54471,20230831215528,29.0,1001.5,40,142,12.7,1.4,10329.5
54472,20230831215528,6.4,1010.1,31,111,11.7,1.2,10090.3
54476,20230831215528,27.8,1013.3,39,88,0.2,1.3,10485.6
54486,20230831215528,21.0,1024.1,66,25,7.5,1.0,10345.2
54493,20230831215528,4.0,1017.6,11,40,5.8,0.2,10079.2
54497,20230831215528,18.8,1022.6,62,268,1.4,0.3,10371.9
54563,20230831215528,16.4,1003.0,6,80,11.5,0.3,10076.7
54579,20230831215528,27.4,1020.6,55,266,11.9,1.5,10400.8
54584,20230831215528,31.7,1013.9,52,32,13.7,1.4,10430.9
54660,20230831215528,19.2,1013.1,80,162,12.4,0.4,10372.8
54662,20230831215528,24.9,1011.0,63,321,2.7,1.2,10198.6
50425,20230831215528,29.3,1009.0,15,223,8.6,1.2,10100.8
50434,20230831215528,23.3,1013.3,94,324,12.4,0.8,10174.9
50514,20230831215528,28.2,1003.0,13,58,2.6,0.3,10179.3
50527,20230831215528,16.2,1018.0,93,40,12.1,1.4,10212.3
50548,20230831215528,17.9,1015.8,28,193,14.4,0.5,10092.0
50603,20230831215528,13.2,1002.1,99,330,0.9,1.5,10284.5
50618,20230831215528,21.2,1021.4,15,177,10.0,1.4,10201.5
50632,20230831215528,25.6,1011.2,98,291,10.7,1.3,10375.7
50639,20230831215528,32.2,1015.4,86,151,12.8,0.8,10360.9
50727,20230831215528,28.5,1025.2,86,66,2.3,0.3,10111.1
50834,20230831215528,25.3,1021.8,95,31,1.7,1.2,10354.7
50838,20230831215528,17.8,1002.4,77,228,11.3,1.3,10339.0
50915,20230831215528,15.8,1003.6,3,335,11.6,0.7,10304.6
50924,20230831215528,2.6,1024.8,15,12,11.1,0.7,10460.2
52267,20230831215528,12.0,1025.6,80,121,6.4,0.5,10025.8
52495,20230831215528,4.7,1005.1,14,333,7.7,1.3,10472.6
52576,20230831215528,14.8,1022.5,85,72,8.3,1.1,10377.7
53068,20230831215528,33.1,1016.1,58,247,3.2,0.4,10280.6
53083,20230831215528,2.4,1020.5,51,171,6.2,0.5,10372.0
53149,20230831215528,23.5,1001.4,50,192,4.2,1.4,10056.3
53192,20230831215528,16.7,1005.1,72,331,7.3,0.0,10005.1
53195,20230831215528,32.7,1012.5,96,288,7.3,0.1,10042.7
53276,20230831215528,28.2,1011.7,28,270,10.4,1.3,10102.5
53336,20230831215528,21.7,1001.3,92,345,11.4,1.2,10114.1
53352,20230831215528,5.0,1026.2,28,298,6.5,0.7,10359.8
53362,20230831215528,30.6,1006.4,19,226,5.4,1.3,10307.3
53367,20230831215528,32.8,1001.8,63,15,4.7,0.5,10327.0
53391,20230831215528,20.9,1003.3,72,10,2.8,0.6,10351.1
53446,20230831215528,17.9,1012.5,78,193,11.2,1.2,10343.6
53463,20230831215528,4.9,1022.4,27,299,6.8,1.2,10032.1
53480,20230831215528,11.6,1022.4,73,92,2.8,0.2,10266.6
53502,20230831215528,23.5,1002.0,25,39,4.5,0.0,10416.0
53513,20230831215528,10.7,1010.3,18,221,6.3,0.2,10219.8
53529,20230831215528,22.4,1022.3,64,28,6.2,0.5,10396.9
53543,20230831215528,26.1,1017.0,46,177,4.6,1.3,10045.2
53547,20230831215528,24.3,1023.8,49,254,3.0,0.9,10225.3
53602,20230831215528,19.6,1006.6,36,4,12.9,0.5,10288.1
54012,20230831215528,12.5,1023.6,5,104,0.6,0.3,10220.0
54026,20230831215528,17.8,1018.3,61,214,9.3,0.9,10485.8
54027,20230831215528,0.6,1023.9,74,78,2.9,0.5,10098.1
54102,20230831215528,14.1,1017.1,11,290,6.7,0.9,10319.6
54115,20230831215528,2.4,1002.2,25,104,10.6,0.0,10346.0
54134,20230831215528,12.8,1011.8,2,45,5.6,1.0,10199.7
54135,20230831215528,28.0,1021.1,4,34,9.8,0.0,10095.6
54208,20230831215528,3.5,1020.4,90,51,4.8,0.7,10135.0
54213,20230831215528,13.0,1002.6,81,154,0.1,1.2,10131.5
54218,20230831215528,7.4,1025.4,80,353,13.2,0.0,10148.6
54226,20230831215528,13.0,1001.8,3,203,7.0,1.3,10232.5
53519,20230831215528,4.5,1023.5,2,287,3.7,0.2,10442.2
53612,20230831215528,12.4,1000.6,77,162,8.8,0.4,10218.7
53614,20230831215528,14.0,1019.4,80,158,9.8,1.0,10057.7
53615,20230831215528,31.9,1025.5,35,314,4.3,0.9,10009.5
53704,20230831215528,10.4,1024.6,7,3,3.2,0.7,10016.0
53705,20230831215528,28.6,1022.7,26,318,9.5,1.3,10434.1
53723,20230831215528,34.2,1002.6,82,174,7.5,1.3,10093.6
53806,20230831215528,13.0,1016.3,49,51,2.0,1.0,10146.1
53810,20230831215528,15.7,1018.1,7,259,11.8,1.2,10020.4
53817,20230831215528,22.0,1009.5,99,173,12.9,1.5,10057.8
53903,20230831215528,30.0,1008.4,44,318,4.2,0.9,10234.5
53910,20230831215528,24.8,1021.3,10,126,1.3,1.3,10032.8
51886,20230831215528,9.7,1000.0,47,0,1.1,0.0,10025.6
52602,20230831215528,0.9,1003.8,95,83,14.3,0.4,10000.7
52633,20230831215528,32.7,1024.7,40,78,5.3,1.5,10190.3
52645,20230831215528,29.0,1013.2,94,295,0.0,1.1,10374.9
52657,20230831215528,8.6,1016.2,23,219,10.2,0.4,10285.0
52707,20230831215528,2.2,1022.4,32,137,4.2,0.1,10006.2
52713,20230831215528,9.1,1009.2,38,173,4.6,0.9,10341.0
52737,20230831215528,10.2,1013.9,72,194,2.8,0.9,10468.2
52754,20230831215528,26.2,1022.5,76,33,13.2,1.4,10271.7
52765,20230831215528,31.4,1026.3,45,273,4.5,1.5,10288.8
52818,20230831215528,7.8,1006.5,32,167,7.9,1.3,10002.5
52825,20230831215528,19.4,1015.2,4,44,6.8,0.7,10274.1
52833,20230831215528,14.4,1015.7,33,116,6.4,0.8,10481.7
52836,20230831215528,29.8,1015.8,67,205,7.6,0.3,10253.6
52842,20230831215528,16.6,1020.5,42,351,4.5,0.0,10275.7
52856,20230831215528,7.9,1010.0,32,219,4.7,0.2,10156.6
52866,20230831215528,13.6,1020.1,47,143,10.3,1.4,10215.8
52868,20230831215528,20.6,1006.8,62,206,14.6,1.1,10076.8
52876,20230831215528,2.0,1015.5,43,148,3.3,0.3,10100.0
52908,20230831215528,1.8,1001.4,51,15,10.5,1.3,10257.8
52943,20230831215528,29.4,1025.7,83,222,7.9,0.0,10275.6
52955,20230831215528,27.0,1009.5,26,304,14.9,0.2,10238.2
52974,20230831215528,17.5,1011.5,74,150,10.6,1.1,10013.4
56004,20230831215528,13.1,1014.7,31,329,11.2,0.0,10420.6
56018,20230831215528,1.7,1021.5,84,255,8.5,1.3,10196.8
56021,20230831215528,27.3,1001.7,36,120,0.7,0.4,10257.2
56029,20230831215528,10.5,1014.0,27,234,1.5,0.0,10070.0
56033,20230831215528,3.2,1026.4,96,244,7.4,1.0,10124.4
56034,20230831215528,16.8,1004.0,63,327,7.8,0.9,10470.1
56043,20230831215528,23.8,1023.4,33,131,11.1,0.7,10077.4
56046,20230831215528,32.7,1018.6,89,79,3.3,0.2,10332.8
56065,20230831215528,24.6,1016.0,11,124,4.0,1.3,10264.0
56067,20230831215528,15.4,1020.0,79,284,14.8,1.3,10376.4
56125,20230831215528,7.9,1023.0,46,351,0.5,1.3,10386.0
56151,20230831215528,15.9,1008.6,6,279,2.9,0.9,10125.0
54715,20230831215528,8.3,1009.9,5,13,13.4,1.0,10174.0
54725,20230831215528,23.5,1000.6,82,92,1.3,0.8,10335.5
54727,20230831215528,13.1,1022.3,60,19,9.3,0.5,10002.0
54744,20230831215528,28.8,1009.4,57,169,13.3,0.2,10256.3
54751,20230831215528,33.1,1010.1,80,359,7.5,0.8,10034.5
54753,20230831215528,9.4,1001.9,34,338,3.0,1.4,10362.7
54764,20230831215528,4.7,1005.6,32,347,2.9,1.1,10336.5
54774,20230831215528,18.4,1016.8,82,175,3.4,0.6,10272.7
54776,20230831215528,29.4,1013.7,58,104,1.3,0.8,10175.9
54808,20230831215528,1.8,1003.9,8,193,2.9,0.8,10410.2
54823,20230831215528,9.9,1009.9,79,335,3.3,1.0,10421.2
54826,20230831215528,34.1,1010.3,15,199,0.3,1.1,10144.1
54836,20230831215528,7.3,1013.5,64,249,13.9,0.8,10413.3
54842,20230831215528,4.6,1000.9,9,136,3.5,1.1,10216.6
54843,20230831215528,21.8,1000.7,97,138,1.3,0.7,10410.7
54857,20230831215528,24.7,1010.5,53,319,9.0,0.6,10384.9
54863,20230831215528,11.7,1002.7,18,242,4.9,0.5,10006.2
54909,20230831215528,33.3,1002.5,37,154,6.4,1.2,10363.0
54916,20230831215528,30.2,1001.1,44,140,6.8,0.7,10398.6
54929,20230831215528,8.8,1008.4,37,218,5.1,1.2,10325.9
54936,20230831215528,28.5,1025.7,93,256,2.1,0.5,10224.2
54945,20230831215528,21.7,1001.9,63,109,10.0,1.1,10300.0
58034,20230831215528,12.0,1018.3,98,278,0.7,1.2,10458.3
53478,20230831215528,32.7,1000.2,90,269,14.6,0.1,10112.7
53487,20230831215528,13.3,1017.6,30,31,2.3,0.9,10154.3
53490,20230831215528,34.2,1021.3,100,46,12.7,0.1,10293.8
53564,20230831215528,8.1,1015.2,84,256,0.8,0.5,10306.3
53578,20230831215528,29.4,1024.8,6,180,5.5,1.1,10281.4
53579,20230831215528,3.2,1001.4,91,354,14.2,0.3,10486.1
53588,20230831215528,6.7,1017.0,78,193,13.0,0.4,10343.8
53594,20230831215528,18.0,1002.0,61,199,0.4,0.7,10225.8
53663,20230831215528,0.0,1003.6,2,177,10.0,0.7,10284.5
53664,20230831215528,9.8,1001.1,21,139,13.2,0.2,10444.2
53673,20230831215528,31.1,1001.8,64,124,8.0,0.0,10152.8
53687,20230831215528,32.4,1004.7,91,100,10.9,1.0,10485.0
53764,20230831215528,4.4,1011.5,47,36,12.2,0.7,10357.1
53772,20230831215528,28.3,1006.6,24,271,1.4,0.3,10152.2
53775,20230831215528,15.3,1001.7,9,264,9.3,0.7,10445.0
53787,20230831215528,22.4,1015.7,79,324,13.1,0.8,10064.1
53853,20230831215528,1.0,1007.7,68,45,2.0,0.5,10218.8
53859,20230831215528,3.7,1020.7,92,318,12.1,1.0,10459.7
53863,20230831215528,28.8,1012.7,93,34,6.9,0.9,10250.9
53868,20230831215528,26.1,1000.2,28,268,8.6,0.1,10487.6
53877,20230831215528,9.7,1021.8,29,269,10.0,0.3,10352.3
53882,20230831215528,18.6,1005.7,53,194,2.4,0.3,10027.5
53884,20230831215528,24.8,1002.0,83,123,2.2,0.6,10234.4
53959,20230831215528,10.7,1004.2,77,358,0.2,0.7,10354.2
53963,20230831215528,18.8,1025.2,19,358,9.0,1.0,10051.1
53968,20230831215528,5.7,1014.2,39,63,10.9,1.1,10005.5
53975,20230831215528,11.2,1003.1,63,1,9.6,0.0,10160.4
57052,20230831215528,18.5,1011.3,86,336,10.2,0.1,10461.8
53646,20230831215528,16.8,1020.8,21,87,13.1,0.2,10209.0
53651,20230831215528,8.6,1006.5,77,314,13.7,0.7,10269.2
53725,20230831215528,11.4,1002.8,61,71,4.6,0.6,10186.1
53735,20230831215528,25.8,1009.6,81,245,14.6,1.4,10396.5
53738,20230831215528,4.7,1015.6,8,315,0.0,0.3,10277.8
53740,20230831215528,16.7,1000.2,60,44,0.9,1.5,10198.3
53754,20230831215528,25.4,1025.4,54,152,11.4,0.5,10475.2
53845,20230831215528,16.4,1006.9,41,206,1.2,0.5,10445.7
53854,20230831215528,24.2,1008.6,58,317,12.2,1.2,10439.5
53929,20230831215528,0.2,1020.4,19,275,11.1,0.1,10202.8
53942,20230831215528,32.2,1018.1,36,169,2.3,0.0,10111.8
53948,20230831215528,14.3,1014.8,91,208,14.2,1.0,10261.1
53955,20230831215528,28.1,1019.5,83,35,4.6,0.3,10070.4
57003,20230831215528,3.4,1013.5,89,223,14.9,0.2,10395.0
57025,20230831215528,15.3,1018.2,16,284,5.6,0.2,10051.3
57028,20230831215528,1.6,1018.0,20,186,4.3,0.1,10250.2
57030,20230831215528,25.8,1024.2,74,242,4.7,1.1,10310.5
57034,20230831215528,22.0,1025.6,35,315,0.2,1.5,10375.8
57037,20230831215528,16.6,1003.8,14,74,2.3,0.8,10192.2
57046,20230831215528,9.1,1020.7,57,188,2.2,0.3,10477.5
57048,20230831215528,34.7,1000.0,94,3,7.7,0.3,10212.7
57049,20230831215528,25.4,1025.9,8,202,2.3,1.0,10081.2
57106,20230831215528,24.4,1024.9,53,48,5.4,0.5,10188.4
57124,20230831215528,7.2,1017.8,94,208,3.0,0.5,10369.7
57127,20230831215528,13.4,1015.7,96,200,11.2,1.2,10437.9
57131,20230831215528,30.1,1001.7,22,139,13.2,1.2,10274.8
57134,20230831215528,25.8,1015.1,32,142,14.5,0.3,10453.5
57140,20230831215528,26.1,1024.3,6,81,10.1,0.3,10138.0
57143,20230831215528,33.2,1020.2,11,356,7.9,0.9,10148.4
57144,20230831215528,33.6,1015.9,33,86,10.1,0.9,10001.0
57154,20230831215528,30.3,1012.6,1,102,6.2,0.3,10200.3
57211,20230831215528,9.2,1006.9,40,54,2.2,1.2,10434.8
57232,20230831215528,27.9,1021.9,90,6,5.4,0.0,10037.6
57238,20230831215528,13.1,1016.7,53,9,0.1,0.8,10290.7
57245,20230831215528,32.9,1017.7,74,200,7.8,0.1,10206.2
57343,20230831215528,28.2,1016.2,64,264,2.8,1.4,10457.3
58362,20230831215528,32.6,1017.6,19,83,0.2,0.7,10228.9
56038,20230831215528,8.6,1002.4,77,92,6.7,1.2,10363.9
56079,20230831215528,17.4,1021.7,41,125,10.9,1.4,10464.7
56144,20230831215528,35.0,1014.6,6,243,5.0,0.0,10177.7
56146,20230831215528,21.3,1023.8,11,188,7.6,0.0,10077.3
56152,20230831215528,6.9,1019.8,86,255,9.9,1.3,10086.4
56167,20230831215528,25.0,1024.4,53,9,6.3,0.4,10290.0
56172,20230831215528,19.6,1024.3,85,13,5.0,0.9,10198.4
56173,20230831215528,30.7,1019.8,37,359,3.3,0.7,10120.8
56178,20230831215528,17.5,1006.7,64,127,6.5,1.2,10335.6
56182,20230831215528,13.8,1011.8,54,143,0.7,0.9,10115.7
56187,20230831215528,29.9,1007.5,40,144,5.8,1.1,10091.7
56188,20230831215528,25.0,1011.5,7,313,12.5,0.2,10436.8
56196,20230831215528,0.5,1015.8,52,259,12.1,0.6,10002.1
56247,20230831215528,20.2,1003.4,34,223,2.8,0.2,10327.8
56251,20230831215528,20.7,1023.6,64,210,14.6,0.6,10484.0
56257,20230831215528,29.8,1016.7,17,117,9.7,1.4,10040.0
56287,20230831215528,21.4,1008.5,75,334,1.4,0.9,10376.4
56357,20230831215528,19.3,1019.9,12,35,10.8,1.2,10210.2
56374,20230831215528,9.5,1024.2,23,238,3.3,0.9,10441.2
56385,20230831215528,24.5,1001.7,47,127,2.4,0.2,10218.2
56386,20230831215528,14.3,1023.0,87,87,11.3,0.8,10125.0
56459,20230831215528,29.5,1025.8,39,254,8.2,0.1,10194.0
56462,20230831215528,6.8,1012.3,73,11,3.5,0.6,10222.1
56475,20230831215528,8.1,1013.7,2,261,7.6,1.1,10495.7
56479,20230831215528,1.0,1005.1,46,243,5.6,1.1,10276.4
56485,20230831215528,22.0,1019.2,56,18,8.2,1.3,10258.0
56492,20230831215528,4.2,1004.6,7,308,4.4,1.4,10455.0
56565,20230831215528,23.3,1008.2,5,33,1.1,0.1,10187.8
56571,20230831215528,11.1,1020.5,44,247,7.1,0.4,10269.6
56666,20230831215528,8.0,1001.1,37,281,11.5,0.3,10290.0
56671,20230831215528,17.9,1000.3,65,345,3.4,0.6,10190.5
57206,20230831215528,26.5,1025.4,18,172,13.1,1.4,10439.1
57237,20230831215528,22.6,1018.4,73,11,3.4,1.5,10295.2
57306,20230831215528,15.7,1020.0,33,337,2.7,0.8,10375.4
57313,20230831215528,6.1,1007.6,90,32,14.9,0.1,10209.6
57314,20230831215528,0.2,1000.4,84,157,13.4,1.3,10317.3
57328,20230831215528,19.1,1024.0,48,220,10.4,0.4,10105.0
57405,20230831215528,19.7,1024.7,63,318,9.5,1.4,10354.5
57411,20230831215528,6.3,1009.5,78,248,7.8,0.7,10024.4
57503,20230831215528,20.2,1012.1,71,96,5.6,0.1,10395.2
57604,20230831215528,24.8,1004.1,15,169,3.3,0.6,10334.5
57608,20230831215528,29.2,1023.6,66,291,2.5,1.5,10464.5
54525,20230831215528,21.6,1016.5,22,286,4.0,0.2,10319.3
54527,20230831215528,9.0,1022.4,28,301,9.8,0.1,10086.0
54623,20230831215528,1.7,1022.3,55,238,10.9,0.0,10423.5
55228,20230831215528,0.3,1005.2,82,295,2.0,0.2,10319.6
55248,20230831215528,5.5,1022.0,100,98,0.2,1.2,10456.4
55279,20230831215528,15.5,1000.3,33,146,9.4,1.5,10003.7
55294,20230831215528,0.0,1023.4,41,188,11.2,0.6,10135.3
55299,20230831215528,34.4,1022.2,7,176,9.7,1.5,10240.6
55437,20230831215528,1.2,1023.2,70,155,1.2,1.3,10294.8
55472,20230831215528,18.9,1006.1,52,11,6.4,1.5,10022.0
55493,20230831215528,11.1,1015.7,49,163,10.1,0.8,10398.8
55569,20230831215528,23.5,1015.7,51,337,14.7,1.2,10122.8
55578,20230831215528,11.0,1006.2,10,255,13.4,0.2,10106.8
55585,20230831215528,23.7,1013.1,66,175,4.5,0.8,10383.5
55591,20230831215528,29.9,1014.6,57,50,9.3,1.2,10376.4
55598,20230831215528,18.7,1005.7,31,152,7.9,0.8,10497.8
55655,20230831215528,15.5,1004.6,60,274,14.0,0.4,10133.4
55664,20230831215528,21.8,1014.0,74,75,10.4,1.4,10131.0
55680,20230831215528,8.9,1015.1,22,280,10.7,1.3,10153.2
55681,20230831215528,17.1,1020.5,10,311,8.2,0.7,10454.4
55690,20230831215528,25.3,1019.1,18,154,6.4,1.2,10325.0
55696,20230831215528,16.6,1014.3,64,330,5.1,0.4,10401.2
55773,20230831215528,16.1,1021.9,1,356,8.2,0.5,10437.8
56106,20230831215528,8.1,1026.2,52,351,3.9,0.0,10330.9
56116,20230831215528,15.9,1014.3,60,140,12.7,0.0,10153.6
56137,20230831215528,0.8,1022.2,56,336,5.7,1.0,10037.9
56202,20230831215528,21.3,1022.1,89,345,13.0,0.8,10085.8
56223,20230831215528,23.6,1017.8,43,333,11.7,0.9,10124.6
56227,20230831215528,31.8,1001.5,41,180,11.5,0.3,10095.1
56312,20230831215528,6.2,1018.4,8,276,13.8,0.2,10160.3
56331,20230831215528,13.9,1011.0,16,26,4.1,0.7,10041.1
56434,20230831215528,34.7,1003.8,98,68,10.8,1.1,10103.2
51053,20230831215528,11.1,1018.0,40,141,9.5,1.1,10052.1
51059,20230831215528,18.6,1000.7,39,265,6.1,0.1,10493.4
51060,20230831215528,15.8,1017.2,78,88,9.7,0.8,10337.8
51068,20230831215528,23.7,1017.5,79,24,9.0,0.8,10247.5
51076,20230831215528,28.5,1008.5,96,205,0.2,0.6,10174.6
51087,20230831215528,18.2,1010.2,74,232,4.9,1.5,10482.9
51133,20230831215528,30.8,1002.4,63,122,12.3,1.5,10323.7
51156,20230831215528,16.6,1005.9,66,50,8.1,1.1,10401.4
51186,20230831215528,13.3,1019.1,81,272,8.9,0.7,10435.4
51232,20230831215528,19.1,1013.3,58,23,13.0,0.6,10093.3
51238,20230831215528,5.6,1024.0,25,101,10.6,1.4,10481.7
51241,20230831215528,26.2,1002.7,15,329,6.1,0.7,10017.1
51243,20230831215528,27.3,1013.4,40,179,0.0,0.7,10302.5
51288,20230831215528,16.8,1001.1,42,45,0.9,1.0,10001.8
51330,20230831215528,31.6,1010.7,88,190,12.8,0.3,10375.0
51334,20230831215528,7.3,1003.1,16,336,8.0,0.6,10074.1
51346,20230831215528,27.8,1021.0,82,209,4.4,1.2,10364.9
51358,20230831215528,27.7,1012.9,100,148,8.7,0.1,10359.0
51365,20230831215528,15.3,1011.1,58,197,7.6,0.8,10424.9
51367,20230831215528,15.9,1007.9,72,302,11.2,0.2,10226.7
51379,20230831215528,13.0,1003.2,29,327,13.8,1.3,10401.6
51431,20230831215528,6.8,1019.2,37,181,2.3,1.1,10098.5
51433,20230831215528,5.4,1010.3,100,27,12.2,0.9,10173.8
51437,20230831215528,8.1,1019.8,57,94,11.5,1.1,10338.7
51463,20230831215528,17.0,1025.0,8,300,4.2,1.1,10426.1
51467,20230831215528,25.6,1009.8,88,235,3.0,0.7,10022.5
51469,20230831215528,4.8,1006.6,71,255,14.1,0.6,10044.2
51470,20230831215528,20.3,1017.7,24,3,8.2,0.8,10347.6
51477,20230831215528,17.6,1023.3,67,327,13.3,0.1,10230.2
51495,20230831215528,28.1,1008.9,60,348,1.2,0.2,10409.1
51526,20230831215528,24.8,1005.5,25,231,3.3,1.0,10072.1
51542,20230831215528,6.3,1026.1,93,220,9.5,1.2,10145.9
51567,20230831215528,4.3,1013.0,74,37,6.3,0.7,10078.2
51573,20230831215528,0.0,1015.8,57,297,3.2,1.5,10014.4
51581,20230831215528,19.2,1021.3,14,71,3.5,0.5,10230.9
51628,20230831215528,33.2,1014.5,61,205,10.4,1.3,10339.2
51633,20230831215528,28.6,1023.0,41,39,12.5,0.9,10494.6
51639,20230831215528,21.3,1016.6,66,301,2.6,0.1,10068.2
51642,20230831215528,25.6,1019.8,5,357,10.2,0.1,10315.5
51644,20230831215528,28.2,1024.5,44,190,14.7,0.7,10404.3
51655,20230831215528,11.6,1011.5,41,61,3.5,1.2,10412.1
51656,20230831215528,6.5,1019.6,42,295,5.4,0.3,10291.8
51701,20230831215528,20.1,1018.3,16,131,1.7,1.5,10456.2
51704,20230831215528,31.8,1020.7,50,292,5.2,0.0,10435.8
51705,20230831215528,7.0,1023.7,30,241,11.0,0.9,10415.5
51709,20230831215528,1.1,1010.9,39,140,10.2,1.2,10194.2
51711,20230831215528,22.8,1017.7,64,49,1.7,1.0,10391.6
51716,20230831215528,16.6,1002.1,82,167,9.3,0.2,10188.0
51720,20230831215528,22.0,1007.7,95,307,2.2,0.4,10201.9
51730,20230831215528,14.2,1016.7,7,351,0.3,1.2,10495.9
51747,20230831215528,29.7,1005.9,11,202,1.3,0.6,10482.7
51765,20230831215528,22.9,1000.4,37,267,10.8,1.4,10222.9
51777,20230831215528,30.3,1009.8,48,99,2.3,0.5,10376.7
51804,20230831215528,0.7,1001.1,99,131,11.9,1.2,10339.8
51810,20230831215528,25.1,1002.0,7,250,2.5,1.2,10230.4
51811,20230831215528,32.4,1006.7,48,211,4.9,0.0,10458.6
51818,20230831215528,25.3,1010.7,67,320,5.2,0.1,10035.0
51828,20230831215528,6.6,1015.8,10,262,3.0,1.1,10381.4
51839,20230831215528,9.9,1024.3,69,105,1.4,1.0,10119.5
51855,20230831215528,26.8,1002.4,52,113,8.7,0.7,10374.8
51931,20230831215528,17.9,1009.0,45,225,13.7,1.4,10141.6
52101,20230831215528,13.0,1002.5,70,69,3.5,1.4,10190.1
52112,20230831215528,12.6,1021.6,50,340,10.1,0.9,10137.9
52118,20230831215528,31.7,1007.5,54,250,3.9,0.1,10205.0
52203,20230831215528,16.5,1015.1,50,126,14.1,1.3,10477.6
52313,20230831215528,2.7,1017.7,70,31,8.2,1.4,10156.4
56444,20230831215528,20.2,1010.1,85,77,10.4,0.5,10308.4
56533,20230831215528,2.1,1007.4,56,185,14.9,0.9,10360.5
56543,20230831215528,34.7,1021.8,33,277,12.4,0.1,10296.2
56548,20230831215528,23.5,1024.0,48,197,13.7,0.4,10122.7
56586,20230831215528,31.9,1004.6,62,170,12.4,0.9,10262.1
56643,20230831215528,33.2,1006.2,90,261,8.6,0.8,10310.2
56651,20230831215528,27.5,1023.2,7,55,2.5,1.0,10184.2
56664,20230831215528,30.0,1005.8,29,38,10.3,0.3,10463.3
56684,20230831215528,16.0,1024.0,37,173,10.3,0.9,10198.8
56739,20230831215528,7.8,1013.1,36,12,12.8,0.8,10012.9
56748,20230831215528,11.6,1011.1,73,193,3.0,0.2,10189.9
56751,20230831215528,27.9,1021.9,26,219,4.4,0.5,10415.5
56763,20230831215528,28.4,1024.2,46,12,7.9,1.3,10004.2
56768,20230831215528,21.5,1012.5,63,311,12.6,0.1,10327.0
56778,20230831215528,5.7,1011.9,78,324,4.7,0.5,10171.7
56786,20230831215528,33.8,1012.0,11,275,10.1,0.3,10023.5
56838,20230831215528,26.6,1006.7,78,127,2.6,1.4,10149.4
56856,20230831215528,20.1,1008.1,99,47,13.8,0.0,10352.6
56872,20230831215528,26.3,1011.6,75,203,3.5,0.8,10229.3
56875,20230831215528,1.1,1005.5,30,332,3.7,0.3,10452.9
56886,20230831215528,33.4,1020.1,99,88,6.8,0.7,10016.5
56946,20230831215528,5.5,1016.7,80,229,10.8,0.9,10442.0
56950,20230831215528,8.5,1001.3,40,15,0.5,1.3,10484.3
56951,20230831215528,34.7,1000.4,92,197,7.5,0.0,10054.2
56954,20230831215528,19.6,1011.2,93,243,13.8,0.7,10015.2
